SMILES,Affinity,Ionization
COCCOCCOCCOc1c(ccs1)C(Cl)(Cl)Cl,2.88,4.55
CNC1=C[C]2C(=NSN2)C=C1.[Cl],3.2,4.35
c1cc2c(cc1C(F)(F)F)[nH]sn2N(=O)=O,3.44,4.26
c1ccc2c(c1)[nH]sn2N(=O)=O,3.44,4.08
C1=CC2=NSN[C]2C=C1N.[Cl],3.33,4.33
CNC1=C[CH]C=c2c1ns[nH]2.[Cl],2.81,4.26
c1cc(c2c(c1)n(C(Br)(Br)Br)s[nH]2)C(F)(F)F,2.87,4.01
c1cc2c(cc1O)[nH]sn2N(=O)=O,3.45,4.01
c1cc(C#N)c2c(c1)[nH]sn2C(F)(F)F,3.1,4.24
COCCOCCOc1ccsc1C(Br)(Br)Br,3.13,4.7
c1cc2c(cc1C(Br)(Br)Br)[nH]sn2F,3.14,4.77
c1cc2c(cc1C#N)[nH]sn2N(=O)=O,3.48,4.29
COn1c2ccccc2n(OC)s1,2.59,4.27
c1ccc2c(c1)n(C#N)sn2O,2.97,4.48
c1cc(c2c(c1)[nH]sn2C(F)(F)F)F,3.13,4.14
COn1c2ccccc2n(C#N)s1,2.96,4.45
c1cc2c(cc1C(Cl)(Cl)Cl)[nH]sn2O,2.72,4.02
c1cc(c2c(c1)[nH]sn2C#N)N,2.94,4.09
c1cc2c(cc1C(Cl)(Cl)Cl)n(C(F)(F)F)s[nH]2,2.7,4.11
c1cc(c2c(c1)[nH]sn2C#N)Cl,3.24,4.01
c1cc2c(cc1C(Cl)(Cl)Cl)n(O)s[nH]2,2.69,4.04
c1ccc(cc1)c1cccc2c1n(C#N)s[nH]2,2.88,4.1
c1cc(c2c(c1)[nH]sn2C#N)C(Br)(Br)Br,2.81,4.26
CCc1ccc2c(c1)n(N(=O)=O)s[nH]2,3.43,4.01
Cc1cccc2c1n(C#N)s[nH]2,2.91,4.05
c1cc(c2c(c1)[nH]sn2C(F)(F)F)Cl,2.95,4.2
CNc1cccc2c1n(N(=O)=O)s[nH]2,3.17,4.19
CC(=O)N1Oc2ccc(cc2O1)C(Br)(Br)Br,2.83,4.68
CC(=O)c1c(ccc2c1ONO2)C(Br)(Br)Br,3.39,4.79
CC(=O)N1Oc2cccc(c2O1)C(Br)(Br)Br,2.99,4.7
CC(=O)c1cc(cc2c1ONO2)C(Cl)(Cl)Cl,2.88,4.78
CC(=O)c1ccc2c(c1C(Cl)(Cl)Cl)ONO2,2.77,4.75
CC(=O)c1cccc2c1ON(N(=O)=O)O2,3.3,4.53
CC(=O)N1Oc2cccc(c2O1)C(F)(F)F,3.36,4.78
